session_id,user_id,session_date,experiment_week,device_type,event_category,variant,event_view,seat_selected,checkout_started,purchased,order_value,time_to_purchase_sec
2653,23,2024-03-09 9:11:00,1,mobile,concerts,treatment,1,0,0,0,,
2654,4246,2024-03-08 15:33:00,1,desktop,concerts,treatment,1,1,0,0,,
2655,4610,2024-03-21 17:45:00,3,mobile,concerts,treatment,1,1,1,1,75.36,116
2656,2339,2024-03-10 9:52:00,1,mobile,sports,control,1,1,0,0,,
2657,3565,2024-03-19 22:44:00,3,mobile,theatre,treatment,1,0,0,0,,
2658,740,2024-03-09 11:41:00,1,mobile,sports,treatment,1,0,0,0,,
2659,4418,2024-03-10 15:39:00,1,mobile,sports,treatment,1,0,0,0,,
2660,5440,2024-03-05 12:44:00,1,desktop,theatre,treatment,1,1,1,0,,
2661,7463,2024-03-04 14:48:00,1,desktop,sports,treatment,1,1,0,0,,
2662,1369,2024-03-04 10:16:00,1,mobile,theatre,treatment,1,1,1,0,,
2663,8242,2024-03-24 12:48:00,3,desktop,theatre,control,1,0,0,0,,
2664,8399,2024-03-19 21:16:00,3,desktop,theatre,control,1,0,0,0,,
2665,800,2024-03-23 19:20:00,3,desktop,concerts,treatment,1,1,0,0,,
2666,5323,2024-03-21 11:37:00,3,mobile,theatre,control,1,0,0,0,,
2667,7061,2024-03-12 11:03:00,2,desktop,sports,control,1,0,0,0,,
2668,440,2024-03-09 19:35:00,1,mobile,concerts,control,1,1,0,0,,
2669,8047,2024-03-17 8:00:00,2,desktop,theatre,treatment,1,1,1,0,,
2670,7264,2024-03-11 15:44:00,2,mobile,concerts,treatment,1,1,0,0,,
2671,4065,2024-03-10 14:35:00,1,desktop,concerts,treatment,1,1,1,1,132.18,185
2672,3904,2024-03-15 21:35:00,2,mobile,concerts,control,1,0,0,0,,
2673,1991,2024-03-16 18:39:00,2,desktop,concerts,control,1,1,1,1,63.48,273
2674,184,2024-03-18 22:57:00,3,desktop,sports,control,1,1,1,1,120.63,142
2675,1771,2024-03-20 14:24:00,3,mobile,concerts,control,1,0,0,0,,
2676,7494,2024-03-14 13:34:00,2,mobile,sports,control,1,1,0,0,,
2677,7525,2024-03-05 15:48:00,1,mobile,theatre,control,1,1,0,0,,
2678,589,2024-03-10 8:54:00,1,mobile,concerts,treatment,1,1,1,1,102.35,169
2679,4611,2024-03-12 13:05:00,2,mobile,concerts,control,1,0,0,0,,
2680,7141,2024-03-07 10:13:00,1,desktop,concerts,treatment,1,1,1,1,137.33,82
2681,6356,2024-03-05 16:37:00,1,desktop,theatre,treatment,1,1,0,0,,
2682,8032,2024-03-17 16:31:00,2,mobile,sports,treatment,1,0,0,0,,
2683,6008,2024-03-20 22:54:00,3,mobile,concerts,treatment,1,1,1,1,161.72,218
2684,4677,2024-03-19 14:15:00,3,mobile,sports,control,1,1,0,0,,
2685,2920,2024-03-24 13:02:00,3,mobile,sports,control,1,0,0,0,,
2686,6159,2024-03-20 15:44:00,3,mobile,concerts,treatment,1,0,0,0,,
2687,3856,2024-03-22 10:56:00,3,mobile,concerts,treatment,1,0,0,0,,
2688,2248,2024-03-10 19:44:00,1,desktop,theatre,treatment,1,1,1,0,,
2689,2112,2024-03-09 21:09:00,1,mobile,sports,treatment,1,1,1,1,83.5,237
2690,6302,2024-03-06 20:18:00,1,mobile,theatre,control,1,1,1,1,47.14,266
2691,4268,2024-03-05 21:17:00,1,mobile,theatre,control,1,0,0,0,,
2692,698,2024-03-06 12:41:00,1,mobile,theatre,treatment,1,0,0,0,,
2693,2498,2024-03-20 22:11:00,3,desktop,sports,control,1,1,1,0,,
2694,6987,2024-03-18 22:51:00,3,mobile,theatre,treatment,1,1,1,0,,
2695,2875,2024-03-16 16:57:00,2,desktop,theatre,control,1,0,0,0,,
2696,4584,2024-03-19 20:13:00,3,desktop,sports,treatment,1,0,0,0,,
2697,1882,2024-03-15 15:06:00,2,desktop,sports,treatment,1,1,1,1,198.23,187
2698,6523,2024-03-08 19:03:00,1,desktop,concerts,treatment,1,0,0,0,,
2699,2762,2024-03-17 19:19:00,2,mobile,concerts,treatment,1,1,1,1,34.15,277
2700,6607,2024-03-21 11:18:00,3,mobile,concerts,treatment,1,1,1,1,28.96,172
2701,4389,2024-03-17 18:52:00,2,mobile,theatre,control,1,1,1,1,42.76,307
2702,8041,2024-03-07 14:28:00,1,desktop,concerts,control,1,0,0,0,,
2703,6553,2024-03-14 16:07:00,2,mobile,concerts,control,1,0,0,0,,
2704,4360,2024-03-20 19:43:00,3,mobile,concerts,control,1,1,0,0,,
2705,1188,2024-03-21 17:40:00,3,mobile,concerts,treatment,1,0,0,0,,
2706,7333,2024-03-24 20:11:00,3,desktop,concerts,treatment,1,0,0,0,,
2707,4552,2024-03-24 16:30:00,3,mobile,concerts,treatment,1,1,1,1,74.16,142
2708,1169,2024-03-06 14:11:00,1,mobile,sports,treatment,1,1,1,1,132.53,174
2709,6719,2024-03-07 11:20:00,1,mobile,concerts,control,1,1,0,0,,
2710,3906,2024-03-06 10:48:00,1,mobile,concerts,treatment,1,1,1,0,,
2711,8397,2024-03-11 9:26:00,2,mobile,concerts,control,1,1,1,0,,
2712,5274,2024-03-09 20:10:00,1,desktop,theatre,control,1,1,1,1,81.45,239
2713,4261,2024-03-07 18:51:00,1,mobile,concerts,treatment,1,1,1,0,,
2714,7277,2024-03-12 18:56:00,2,mobile,theatre,treatment,1,0,0,0,,
2715,1783,2024-03-15 18:59:00,2,mobile,theatre,control,1,0,0,0,,
2716,7142,2024-03-13 16:21:00,2,mobile,concerts,control,1,1,1,0,,
2717,1266,2024-03-17 8:19:00,2,mobile,concerts,treatment,1,1,1,0,,
2718,7203,2024-03-16 9:28:00,2,mobile,concerts,control,1,1,1,1,52.39,320
2719,6991,2024-03-24 13:26:00,3,desktop,concerts,control,1,1,0,0,,
2720,3456,2024-03-05 22:48:00,1,mobile,theatre,control,1,1,0,0,,
2721,7581,2024-03-15 14:25:00,2,desktop,sports,treatment,1,1,1,0,,
2722,132,2024-03-15 20:55:00,2,mobile,concerts,control,1,0,0,0,,
2723,2904,2024-03-17 12:07:00,2,mobile,concerts,control,1,1,0,0,,
2724,6052,2024-03-18 19:00:00,3,desktop,concerts,treatment,1,1,0,0,,
2725,203,2024-03-14 17:30:00,2,mobile,concerts,treatment,1,1,0,0,,
2726,680,2024-03-04 16:29:00,1,desktop,concerts,treatment,1,1,1,1,152.75,169
2727,2630,2024-03-08 20:45:00,1,mobile,theatre,treatment,1,1,0,0,,
2728,8091,2024-03-05 17:09:00,1,desktop,concerts,control,1,1,1,0,,
2729,6060,2024-03-11 19:19:00,2,desktop,concerts,treatment,1,1,1,1,125.06,119
2730,5488,2024-03-06 20:16:00,1,desktop,concerts,control,1,1,0,0,,
2731,3803,2024-03-07 12:47:00,1,desktop,concerts,treatment,1,0,0,0,,
2732,1584,2024-03-13 14:55:00,2,mobile,concerts,control,1,0,0,0,,
2733,4297,2024-03-20 16:21:00,3,mobile,theatre,control,1,0,0,0,,
2734,887,2024-03-22 17:53:00,3,desktop,theatre,treatment,1,1,1,0,,
2735,7885,2024-03-12 19:37:00,2,mobile,theatre,treatment,1,0,0,0,,
2736,1116,2024-03-22 13:33:00,3,mobile,theatre,control,1,0,0,0,,
2737,4694,2024-03-04 22:30:00,1,mobile,sports,treatment,1,1,0,0,,
2738,2319,2024-03-17 12:59:00,2,mobile,concerts,treatment,1,1,1,1,109.1,177
2739,7838,2024-03-18 21:55:00,3,desktop,concerts,treatment,1,1,1,0,,
2740,5037,2024-03-10 12:01:00,1,mobile,concerts,treatment,1,0,0,0,,
2741,2463,2024-03-19 17:02:00,3,mobile,concerts,treatment,1,0,0,0,,
2742,8308,2024-03-14 8:05:00,2,mobile,theatre,control,1,1,1,1,26.32,219
2743,501,2024-03-20 19:04:00,3,desktop,theatre,control,1,1,1,0,,
2744,13,2024-03-23 15:32:00,3,desktop,sports,treatment,1,0,0,0,,
2745,797,2024-03-04 13:06:00,1,desktop,theatre,control,1,1,1,1,49.67,165
2746,6625,2024-03-22 20:43:00,3,desktop,concerts,treatment,1,1,1,1,70.53,216
2747,5744,2024-03-21 10:07:00,3,desktop,concerts,control,1,1,1,1,106.51,219
2748,4003,2024-03-19 10:43:00,3,desktop,concerts,control,1,0,0,0,,
2749,965,2024-03-07 8:03:00,1,mobile,theatre,treatment,1,0,0,0,,
2750,5116,2024-03-20 9:48:00,3,mobile,sports,control,1,0,0,0,,
2751,6610,2024-03-08 18:09:00,1,mobile,concerts,treatment,1,1,0,0,,
2752,6484,2024-03-18 20:06:00,3,mobile,concerts,treatment,1,1,0,0,,
2753,712,2024-03-13 21:42:00,2,mobile,theatre,treatment,1,0,0,0,,
2754,8276,2024-03-20 10:24:00,3,desktop,concerts,control,1,1,1,0,,
2755,6157,2024-03-14 22:31:00,2,desktop,sports,treatment,1,1,1,0,,
2756,7292,2024-03-13 22:55:00,2,mobile,concerts,control,1,0,0,0,,
2757,22,2024-03-04 12:22:00,1,mobile,concerts,control,1,0,0,0,,
2758,1382,2024-03-06 14:07:00,1,mobile,sports,treatment,1,1,1,1,124.77,193
2759,1616,2024-03-19 15:10:00,3,desktop,concerts,control,1,1,0,0,,
2760,6291,2024-03-10 16:05:00,1,mobile,concerts,treatment,1,0,0,0,,
2761,4193,2024-03-09 9:03:00,1,mobile,sports,treatment,1,0,0,0,,
2762,531,2024-03-12 13:11:00,2,desktop,concerts,treatment,1,0,0,0,,
2763,2182,2024-03-10 15:02:00,1,mobile,theatre,control,1,1,0,0,,
2764,8179,2024-03-09 21:08:00,1,mobile,concerts,control,1,1,1,1,68.03,159
2765,5481,2024-03-06 14:21:00,1,desktop,concerts,treatment,1,1,1,1,120.32,139
2766,6791,2024-03-06 17:29:00,1,desktop,concerts,treatment,1,0,0,0,,
2767,709,2024-03-16 13:59:00,2,mobile,sports,treatment,1,0,0,0,,
2768,1763,2024-03-08 15:46:00,1,mobile,sports,control,1,1,1,1,148.63,284
2769,700,2024-03-16 12:40:00,2,mobile,sports,control,1,1,0,0,,
2770,2928,2024-03-07 14:40:00,1,desktop,sports,control,1,1,1,1,147.59,300
2771,52,2024-03-09 14:29:00,1,desktop,concerts,treatment,1,0,0,0,,
2772,5607,2024-03-17 11:19:00,2,desktop,sports,treatment,1,1,1,0,,
2773,831,2024-03-21 15:25:00,3,mobile,sports,control,1,1,1,0,,
2774,7536,2024-03-21 22:14:00,3,desktop,sports,control,1,1,0,0,,
2775,7861,2024-03-24 22:17:00,3,mobile,concerts,treatment,1,1,0,0,,
2776,7713,2024-03-07 20:14:00,1,mobile,concerts,control,1,0,0,0,,
2777,8500,2024-03-11 16:18:00,2,mobile,concerts,treatment,1,1,1,0,,
2778,5507,2024-03-21 10:56:00,3,mobile,concerts,control,1,0,0,0,,
2779,8489,2024-03-20 10:27:00,3,mobile,theatre,treatment,1,1,1,1,93.81,206
2780,829,2024-03-04 21:11:00,1,desktop,concerts,treatment,1,1,0,0,,
2781,4589,2024-03-24 17:10:00,3,desktop,sports,treatment,1,1,1,1,162.37,142
2782,2827,2024-03-11 17:07:00,2,desktop,concerts,treatment,1,1,1,1,48.02,72
2783,7208,2024-03-09 9:33:00,1,mobile,concerts,control,1,0,0,0,,
2784,8317,2024-03-13 8:08:00,2,desktop,concerts,treatment,1,1,1,1,91.64,239
2785,5894,2024-03-16 11:35:00,2,mobile,sports,control,1,0,0,0,,
2786,2224,2024-03-24 18:08:00,3,mobile,theatre,control,1,0,0,0,,
2787,1940,2024-03-07 15:38:00,1,mobile,concerts,control,1,0,0,0,,
2788,3474,2024-03-07 15:11:00,1,desktop,sports,treatment,1,1,0,0,,
2789,7944,2024-03-17 11:15:00,2,mobile,sports,control,1,0,0,0,,
2790,5031,2024-03-05 11:27:00,1,mobile,theatre,treatment,1,1,1,1,64.24,161
2791,3608,2024-03-14 9:05:00,2,mobile,concerts,control,1,0,0,0,,
2792,5711,2024-03-08 13:06:00,1,mobile,concerts,control,1,1,1,1,73.48,126
2793,1080,2024-03-05 14:24:00,1,desktop,concerts,treatment,1,1,1,1,117.96,120
2794,4794,2024-03-05 10:05:00,1,mobile,concerts,control,1,0,0,0,,
2795,3825,2024-03-17 8:50:00,2,mobile,concerts,control,1,0,0,0,,
2796,4565,2024-03-10 15:55:00,1,mobile,concerts,treatment,1,1,0,0,,
2797,2977,2024-03-04 20:02:00,1,desktop,sports,control,1,1,0,0,,
2798,1458,2024-03-07 18:08:00,1,desktop,sports,treatment,1,1,1,1,131.84,190
2799,5795,2024-03-14 10:05:00,2,mobile,sports,control,1,1,0,0,,
2800,6030,2024-03-15 15:36:00,2,mobile,concerts,control,1,1,1,0,,
2801,1267,2024-03-05 19:18:00,1,mobile,sports,treatment,1,1,0,0,,
2802,4094,2024-03-21 9:46:00,3,desktop,concerts,treatment,1,1,1,1,106.15,166
2803,6331,2024-03-23 14:18:00,3,mobile,concerts,control,1,0,0,0,,
2804,5247,2024-03-21 19:35:00,3,desktop,theatre,control,1,1,1,1,136.86,247
2805,8051,2024-03-14 11:44:00,2,mobile,concerts,control,1,0,0,0,,
2806,7792,2024-03-12 9:50:00,2,mobile,concerts,control,1,0,0,0,,
2807,1797,2024-03-10 14:29:00,1,desktop,theatre,control,1,1,1,0,,
2808,110,2024-03-18 19:36:00,3,mobile,theatre,control,1,1,1,0,,
2809,6875,2024-03-06 18:03:00,1,desktop,concerts,control,1,1,0,0,,
2810,2236,2024-03-18 21:10:00,3,mobile,concerts,control,1,1,0,0,,
2811,5082,2024-03-17 11:42:00,2,mobile,concerts,control,1,1,0,0,,
2812,4448,2024-03-23 21:18:00,3,desktop,concerts,treatment,1,1,1,0,,
2813,225,2024-03-24 18:17:00,3,mobile,theatre,treatment,1,1,0,0,,
2814,6572,2024-03-12 10:22:00,2,mobile,concerts,control,1,1,1,0,,
2815,2550,2024-03-23 9:37:00,3,mobile,concerts,control,1,0,0,0,,
2816,1766,2024-03-06 13:58:00,1,mobile,concerts,treatment,1,1,0,0,,
2817,5512,2024-03-19 9:30:00,3,desktop,theatre,control,1,1,1,1,33.77,262
2818,1168,2024-03-08 18:42:00,1,mobile,concerts,control,1,0,0,0,,
2819,3096,2024-03-21 22:07:00,3,desktop,sports,treatment,1,1,1,1,120.26,178
2820,614,2024-03-09 18:12:00,1,mobile,concerts,treatment,1,1,1,1,80.65,155
2821,1994,2024-03-24 13:29:00,3,mobile,concerts,treatment,1,0,0,0,,
2822,5502,2024-03-18 12:59:00,3,mobile,concerts,treatment,1,0,0,0,,
2823,2862,2024-03-05 12:43:00,1,mobile,concerts,control,1,1,0,0,,
2824,2457,2024-03-15 11:01:00,2,mobile,concerts,control,1,1,0,0,,
2825,6677,2024-03-06 16:14:00,1,mobile,concerts,control,1,0,0,0,,
2826,6932,2024-03-10 14:03:00,1,mobile,theatre,treatment,1,0,0,0,,
2827,7639,2024-03-20 19:19:00,3,mobile,theatre,treatment,1,1,0,0,,
2828,7827,2024-03-22 19:45:00,3,desktop,concerts,treatment,1,0,0,0,,
2829,2227,2024-03-04 13:41:00,1,mobile,concerts,treatment,1,1,1,0,,
2830,6133,2024-03-07 15:18:00,1,mobile,concerts,treatment,1,0,0,0,,
2831,598,2024-03-14 14:11:00,2,mobile,concerts,control,1,1,1,1,99.49,114
2832,1298,2024-03-13 13:03:00,2,mobile,sports,treatment,1,0,0,0,,
2833,893,2024-03-04 15:22:00,1,desktop,concerts,control,1,1,1,0,,
2834,7084,2024-03-04 10:30:00,1,mobile,sports,treatment,1,1,1,1,140.4,152
2835,6475,2024-03-06 17:06:00,1,desktop,concerts,control,1,1,0,0,,
2836,3432,2024-03-11 22:02:00,2,desktop,sports,treatment,1,1,1,1,126.98,168
2837,7725,2024-03-08 12:11:00,1,desktop,concerts,treatment,1,1,1,1,93.14,152
2838,2164,2024-03-09 9:08:00,1,desktop,concerts,treatment,1,1,0,0,,
2839,2187,2024-03-17 14:01:00,2,desktop,concerts,control,1,0,0,0,,
2840,6673,2024-03-09 8:33:00,1,mobile,sports,treatment,1,1,0,0,,
2841,4110,2024-03-08 11:28:00,1,mobile,theatre,treatment,1,1,0,0,,
2842,4340,2024-03-04 21:03:00,1,mobile,concerts,treatment,1,0,0,0,,
2843,355,2024-03-04 8:07:00,1,mobile,concerts,treatment,1,1,0,0,,
2844,3768,2024-03-24 9:29:00,3,mobile,concerts,control,1,1,1,1,110.19,218
2845,6051,2024-03-14 22:45:00,2,mobile,concerts,control,1,0,0,0,,
2846,6,2024-03-04 14:27:00,1,mobile,sports,control,1,0,0,0,,
2847,7622,2024-03-15 15:39:00,2,mobile,sports,control,1,0,0,0,,
2848,4614,2024-03-22 12:48:00,3,mobile,concerts,control,1,0,0,0,,
2849,2161,2024-03-16 17:23:00,2,desktop,concerts,control,1,0,0,0,,
2850,390,2024-03-12 13:14:00,2,desktop,concerts,treatment,1,1,1,1,121.97,167
2851,1503,2024-03-15 17:53:00,2,mobile,concerts,control,1,0,0,0,,
2852,4938,2024-03-07 14:54:00,1,mobile,sports,control,1,0,0,0,,
2853,1330,2024-03-05 13:43:00,1,mobile,sports,control,1,1,1,0,,
2854,8287,2024-03-21 18:59:00,3,mobile,concerts,control,1,1,1,1,82.8,243
2855,281,2024-03-21 10:39:00,3,desktop,concerts,control,1,0,0,0,,
2856,4167,2024-03-09 17:46:00,1,mobile,theatre,treatment,1,0,0,0,,
2857,1008,2024-03-17 19:48:00,2,desktop,sports,control,1,1,1,1,170.66,153
2858,8240,2024-03-09 13:52:00,1,mobile,sports,control,1,0,0,0,,
2859,144,2024-03-20 10:02:00,3,mobile,concerts,control,1,0,0,0,,
2860,7047,2024-03-12 14:46:00,2,desktop,sports,treatment,1,0,0,0,,
2861,215,2024-03-09 18:13:00,1,desktop,theatre,control,1,1,0,0,,
2862,1756,2024-03-19 9:47:00,3,desktop,concerts,treatment,1,0,0,0,,
2863,1845,2024-03-17 16:48:00,2,desktop,theatre,treatment,1,0,0,0,,
2864,7211,2024-03-23 12:38:00,3,mobile,concerts,control,1,1,0,0,,
2865,3699,2024-03-05 18:20:00,1,desktop,concerts,treatment,1,1,1,1,97.96,83
2866,1688,2024-03-17 18:23:00,2,mobile,theatre,treatment,1,1,1,1,76.48,178
2867,8396,2024-03-15 16:00:00,2,desktop,sports,treatment,1,1,1,0,,
2868,7810,2024-03-09 12:14:00,1,mobile,concerts,control,1,0,0,0,,
2869,4125,2024-03-06 14:40:00,1,desktop,concerts,treatment,1,0,0,0,,
2870,3518,2024-03-15 16:44:00,2,mobile,theatre,treatment,1,1,0,0,,
2871,1687,2024-03-24 22:49:00,3,desktop,theatre,control,1,1,0,0,,
2872,6657,2024-03-09 20:55:00,1,mobile,concerts,treatment,1,1,0,0,,
2873,7010,2024-03-14 22:35:00,2,mobile,concerts,treatment,1,1,1,0,,
2874,326,2024-03-05 21:56:00,1,desktop,concerts,treatment,1,0,0,0,,
2875,8119,2024-03-14 15:27:00,2,mobile,concerts,control,1,1,0,0,,
2876,7587,2024-03-04 12:37:00,1,mobile,sports,treatment,1,0,0,0,,
2877,5720,2024-03-12 19:28:00,2,mobile,concerts,treatment,1,1,0,0,,
2878,4187,2024-03-14 20:41:00,2,mobile,sports,control,1,1,1,1,93.04,246
2879,5593,2024-03-07 19:31:00,1,mobile,concerts,control,1,0,0,0,,
2880,1135,2024-03-11 19:18:00,2,desktop,concerts,treatment,1,0,0,0,,
2881,3240,2024-03-16 21:15:00,2,mobile,concerts,treatment,1,0,0,0,,
2882,2198,2024-03-04 16:54:00,1,desktop,concerts,treatment,1,0,0,0,,
2883,7722,2024-03-05 21:46:00,1,desktop,concerts,treatment,1,0,0,0,,
2884,173,2024-03-17 21:48:00,2,mobile,concerts,control,1,0,0,0,,
2885,6510,2024-03-22 22:44:00,3,desktop,concerts,treatment,1,0,0,0,,
2886,4370,2024-03-09 13:31:00,1,mobile,sports,control,1,1,1,0,,
2887,2760,2024-03-22 11:19:00,3,mobile,concerts,control,1,0,0,0,,
2888,2032,2024-03-06 14:11:00,1,mobile,sports,control,1,1,1,0,,
2889,764,2024-03-11 17:48:00,2,desktop,sports,treatment,1,1,1,0,,
2890,1510,2024-03-15 13:35:00,2,desktop,sports,treatment,1,0,0,0,,
2891,6723,2024-03-11 18:25:00,2,desktop,theatre,treatment,1,1,0,0,,
2892,4933,2024-03-18 15:44:00,3,desktop,concerts,control,1,0,0,0,,
2893,5845,2024-03-19 10:19:00,3,desktop,theatre,treatment,1,1,1,1,48.94,147
2894,6737,2024-03-20 18:02:00,3,desktop,concerts,control,1,0,0,0,,
2895,6857,2024-03-21 10:54:00,3,mobile,sports,control,1,0,0,0,,
2896,7569,2024-03-13 15:34:00,2,desktop,concerts,control,1,1,0,0,,
2897,6208,2024-03-09 8:43:00,1,mobile,concerts,control,1,1,0,0,,
2898,6957,2024-03-14 22:46:00,2,mobile,theatre,control,1,0,0,0,,
2899,891,2024-03-11 21:04:00,2,desktop,theatre,control,1,0,0,0,,
2900,5452,2024-03-23 14:37:00,3,mobile,sports,control,1,1,1,0,,
2901,8017,2024-03-06 22:17:00,1,mobile,concerts,control,1,1,1,0,,
2902,6330,2024-03-16 19:40:00,2,mobile,theatre,treatment,1,1,0,0,,
2903,1133,2024-03-10 8:51:00,1,mobile,concerts,treatment,1,1,1,1,124.25,175
2904,571,2024-03-06 17:30:00,1,mobile,theatre,control,1,0,0,0,,
2905,5823,2024-03-21 14:49:00,3,desktop,sports,control,1,0,0,0,,
2906,7617,2024-03-20 8:54:00,3,mobile,theatre,control,1,0,0,0,,
2907,7376,2024-03-04 18:35:00,1,mobile,theatre,control,1,1,1,0,,
2908,8465,2024-03-07 9:33:00,1,desktop,theatre,control,1,0,0,0,,
2909,1589,2024-03-21 21:40:00,3,mobile,sports,treatment,1,1,0,0,,
2910,7086,2024-03-18 11:21:00,3,mobile,concerts,treatment,1,0,0,0,,
2911,683,2024-03-17 16:56:00,2,mobile,concerts,treatment,1,1,1,0,,
2912,199,2024-03-04 17:24:00,1,desktop,concerts,control,1,0,0,0,,
2913,3545,2024-03-12 17:58:00,2,desktop,sports,control,1,0,0,0,,
2914,8071,2024-03-11 10:27:00,2,mobile,concerts,treatment,1,0,0,0,,
2915,4009,2024-03-18 13:24:00,3,desktop,concerts,control,1,1,1,1,131.18,310
2916,7030,2024-03-10 10:43:00,1,mobile,sports,control,1,1,0,0,,
2917,7268,2024-03-06 8:48:00,1,mobile,sports,control,1,0,0,0,,
2918,3517,2024-03-09 9:16:00,1,mobile,concerts,control,1,0,0,0,,
2919,5645,2024-03-22 21:55:00,3,mobile,sports,control,1,0,0,0,,
2920,7256,2024-03-09 16:24:00,1,mobile,theatre,treatment,1,1,1,1,50.91,151
2921,3546,2024-03-15 13:47:00,2,mobile,concerts,control,1,0,0,0,,
2922,6194,2024-03-14 14:51:00,2,desktop,sports,treatment,1,1,1,1,122.38,264
2923,5584,2024-03-07 15:13:00,1,desktop,concerts,treatment,1,1,1,0,,
2924,2502,2024-03-10 19:04:00,1,desktop,concerts,treatment,1,0,0,0,,
2925,4465,2024-03-23 14:06:00,3,desktop,concerts,control,1,1,1,0,,
2926,2555,2024-03-12 16:27:00,2,mobile,theatre,treatment,1,1,1,0,,
2927,7237,2024-03-05 14:37:00,1,mobile,concerts,control,1,1,0,0,,
2928,5945,2024-03-09 14:40:00,1,desktop,concerts,treatment,1,1,1,1,137.02,151
2929,6544,2024-03-23 19:51:00,3,mobile,sports,treatment,1,0,0,0,,
2930,2160,2024-03-16 22:33:00,2,desktop,sports,control,1,1,1,1,79.49,67
2931,6144,2024-03-16 8:30:00,2,desktop,sports,treatment,1,1,1,0,,
2932,5103,2024-03-05 18:45:00,1,mobile,concerts,control,1,1,0,0,,
2933,4998,2024-03-07 19:12:00,1,mobile,concerts,control,1,0,0,0,,
2934,408,2024-03-12 21:32:00,2,mobile,sports,treatment,1,0,0,0,,
2935,6336,2024-03-04 11:55:00,1,desktop,concerts,control,1,1,1,0,,
2936,3106,2024-03-18 19:52:00,3,mobile,sports,control,1,1,1,1,35.65,305
2937,2006,2024-03-05 22:56:00,1,desktop,concerts,control,1,0,0,0,,
2938,6440,2024-03-21 12:15:00,3,mobile,sports,treatment,1,0,0,0,,
2939,96,2024-03-04 16:58:00,1,mobile,sports,treatment,1,0,0,0,,
2940,5617,2024-03-09 17:11:00,1,desktop,concerts,treatment,1,0,0,0,,
2941,3466,2024-03-19 12:00:00,3,desktop,concerts,treatment,1,0,0,0,,
2942,8260,2024-03-22 18:37:00,3,desktop,sports,control,1,0,0,0,,
2943,282,2024-03-17 18:12:00,2,mobile,theatre,treatment,1,1,1,1,80.47,138
2944,5577,2024-03-04 14:43:00,1,desktop,sports,control,1,1,1,1,59.6,317
2945,6315,2024-03-10 20:26:00,1,mobile,sports,control,1,1,1,1,68.38,179
2946,1286,2024-03-19 21:30:00,3,mobile,sports,control,1,1,0,0,,
2947,2724,2024-03-17 18:47:00,2,mobile,theatre,control,1,1,1,1,109.13,303
2948,8483,2024-03-06 22:37:00,1,desktop,theatre,control,1,1,0,0,,
2949,5092,2024-03-22 16:52:00,3,mobile,concerts,treatment,1,0,0,0,,
2950,7003,2024-03-15 13:37:00,2,desktop,concerts,treatment,1,0,0,0,,
2951,241,2024-03-09 12:15:00,1,desktop,sports,control,1,1,1,1,131.05,261
2952,6896,2024-03-04 8:01:00,1,desktop,concerts,control,1,1,1,0,,
2953,3428,2024-03-17 12:08:00,2,mobile,concerts,control,1,0,0,0,,
2954,1608,2024-03-18 8:29:00,3,desktop,sports,control,1,1,1,1,143.56,335
2955,4090,2024-03-08 8:43:00,1,mobile,sports,control,1,0,0,0,,
2956,4800,2024-03-12 13:38:00,2,mobile,concerts,control,1,0,0,0,,
2957,6924,2024-03-20 18:04:00,3,mobile,sports,treatment,1,1,0,0,,
2958,4548,2024-03-19 18:13:00,3,mobile,sports,control,1,1,0,0,,
2959,7643,2024-03-21 9:35:00,3,mobile,theatre,control,1,0,0,0,,
2960,2126,2024-03-05 22:42:00,1,desktop,sports,control,1,1,1,1,168.58,294
2961,5085,2024-03-10 10:25:00,1,mobile,concerts,control,1,0,0,0,,
2962,812,2024-03-12 15:15:00,2,desktop,concerts,control,1,1,0,0,,
2963,1482,2024-03-12 22:34:00,2,mobile,sports,control,1,1,1,0,,
2964,1063,2024-03-21 16:25:00,3,desktop,sports,control,1,0,0,0,,
2965,7785,2024-03-11 16:25:00,2,desktop,concerts,treatment,1,1,1,0,,
2966,5568,2024-03-24 19:40:00,3,desktop,concerts,treatment,1,1,0,0,,
2967,1202,2024-03-10 18:45:00,1,mobile,concerts,control,1,0,0,0,,
2968,457,2024-03-08 13:01:00,1,mobile,sports,treatment,1,1,0,0,,
2969,4226,2024-03-10 15:15:00,1,desktop,theatre,control,1,1,0,0,,
2970,3725,2024-03-14 16:22:00,2,mobile,sports,treatment,1,1,1,0,,
2971,1717,2024-03-21 19:23:00,3,mobile,sports,treatment,1,1,1,0,,
2972,7658,2024-03-17 9:06:00,2,desktop,concerts,control,1,0,0,0,,
2973,1120,2024-03-04 10:20:00,1,mobile,concerts,treatment,1,0,0,0,,
2974,5505,2024-03-23 17:05:00,3,mobile,sports,treatment,1,0,0,0,,
2975,4440,2024-03-21 16:12:00,3,mobile,concerts,treatment,1,1,1,0,,
2976,2315,2024-03-07 19:29:00,1,desktop,sports,control,1,1,1,1,110.59,271
2977,5842,2024-03-21 22:03:00,3,mobile,concerts,control,1,1,1,1,84.06,297
2978,3766,2024-03-06 12:49:00,1,mobile,concerts,control,1,1,1,0,,
2979,2566,2024-03-22 14:44:00,3,mobile,concerts,control,1,0,0,0,,
2980,8015,2024-03-23 20:16:00,3,desktop,theatre,control,1,0,0,0,,
